Hugo_Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PLZF,5.705208909345159,-1.3016629629031022,0.3389423613773835,-3.8403667148993845,0.0001228506580108302,0.009243419469937408
PNMT,38.65827599917288,-1.5569999648344266,0.47074154098316023,-3.307547410374231,0.0009411677932414134,0.03380390587196895
PNPLA1,10.300508602222594,-2.162365204668105,0.3539975159386399,-6.108419147898536,1.0062281133316345e-09,1.0641421314100554e-06
PPP4R4,42.438443546430385,-1.396242211967482,0.37137824313606965,-3.7596230737079326,0.0001701695477409076,0.011663752897894007
PRDM16-DT,5.556619924280273,1.5406973128417494,0.3619725918179687,4.256392190093072,2.0775214494750215e-05,0.002567184832591091
PRTG,9.554782311189998,-1.4288794616038452,0.3203527685430611,-4.4603312407827005,8.183307527990347e-06,0.001403400379304723
PSAPL1,21.18300543002961,-1.6334749260011368,0.46960730519322613,-3.4783848290627035,0.0005044451566134176,0.02280906888668175
PTGS1,927.1333984888986,-1.0577575281687988,0.24948751943395844,-4.239721211580672,2.237975565877944e-05,0.0027135097370734104
PTH2R,12.896058564939686,-2.614565023341009,0.6095212664622899,-4.289538638276156,1.790446636898835e-05,0.002373750428959971
PTPRD,52.05837626869265,1.2129615579399442,0.3669680504469493,3.3053601163987323,0.0009485443931379759,0.03387709393578707
PTPRR,47.462808297350364,-1.2497100801651722,0.37124079781856273,-3.366305878848869,0.00076182181019661,0.030169658401604224
PTX3,27.871172719507026,-1.3114224776937689,0.3505452697134252,-3.7410930655714507,0.00018322165361050582,0.012014406105106873
RAB40A,4.1162681736109885,-1.0091242745331044,0.28920497177327864,-3.4893047251075764,0.00048427874365629376,0.022272455614183572
RASGRF1,56.90937510969216,-1.1490756087053766,0.306628928567536,-3.7474468376922534,0.00017864368318046788,0.011837929254516315
RCAN2,89.36408197025061,1.7761292067527743,0.20662297206261515,8.595990992785328,8.254927804018743e-18,7.857040283865039e-14
REN,12.443324651631503,1.0520875716181792,0.33562149951508025,3.134744267391328,0.0017200398625367565,0.047869413484283176
RET,57.71727137983425,-1.479787579989975,0.3176701225657059,-4.658252302855142,3.1890521748664626e-06,0.0006825378487907567
RIMBP2,59.08568959096593,1.8528528227191723,0.393334277185909,4.7106314658750765,2.4695043976125467e-06,0.000596978244298703
RNF182,82.36497013112388,-2.332038665375151,0.41846389206238316,-5.572855172478056,2.5059789323818068e-08,1.32510597102278e-05
ROBO2,67.99716881726216,1.066792048821903,0.3357916847269269,3.176945997603965,0.0014883474695332878,0.04318930248481047
ROS1,37.97860249881332,-1.981066787028682,0.50432719802243,-3.92813791284081,8.560611771460421e-05,0.007085208942674808
SAMD11,76.49595904954435,1.423682603059622,0.33209642394091726,4.286955535880467,1.8113853251935152e-05,0.002378036624164397
SCA12,112.11851980406901,-1.2981849036797077,0.3191650811696543,-4.067440269224342,4.753238685933703e-05,0.0047622448223912615
SCARA5,6.010191719902939,-1.8350328449209241,0.42683054005006305,-4.299206998416028,1.7141032199754104e-05,0.0023376920737220273
SCGB2A2,56.34609240191081,3.1996478197045044,0.9372062263281387,3.4140274891688884,0.0006401011708353901,0.027138008659292844
SCTR,1.2513941597471272,2.139762527815998,0.5013859108503116,4.267695763901956,1.9750242983857233e-05,0.0025232592311456798
SDPR,150.74540234927446,1.4806433619412285,0.2508583359515155,5.902308792430955,3.5844944265094136e-09,2.8431014959597162e-06
SEC14L4,15.097789518964149,-1.8781019324340924,0.47146852880393136,-3.98351494891642,6.790339805963577e-05,0.006016591058809536
SERPINC1,3.829137816044362,-1.591566219593154,0.38103439974610226,-4.176962029290991,2.9542831841283053e-05,0.0033276766090571844
SFRP1,1441.1328235497924,-1.5453169836625904,0.3045750183702671,-5.073682641246606,3.901896049863028e-07,0.00012806291931929758
SFTA1P,10.940396396142061,-2.8334984724775794,0.7923497739971058,-3.576070272833736,0.0003487979277389621,0.018495034407907753
SLC12A3,4.818338762039343,1.3664227810455665,0.29740703375380007,4.594453479458461,4.338849060170126e-06,0.0008342861687818033
SLC14A2,0.7982959146394843,1.8281962203668056,0.39506917506874084,4.627534456589038,3.700446806171548e-06,0.0007591757128367035
SLC1A6,52.99106768061734,-4.469399058829892,0.743575705942264,-6.0106846190815775,1.8474149065053829e-09,1.674637626677927e-06
SLC23A1,17.685675135457977,1.2857537836281474,0.3247172005785723,3.959610951736545,7.507196077629903e-05,0.006495772024261947
SLC35F3,29.496835087336994,-1.8021081113099437,0.39087885930513344,-4.6104005586630015,4.018938483930606e-06,0.0008053106629484528
SLC5A5,60.11984913345778,-1.423938926305418,0.40603532410334375,-3.5069336133498537,0.00045330222362524857,0.021626719621379027
SLC6A14,1554.4316259403627,-1.2497388442057331,0.3543785198452382,-3.526564885342121,0.0004209879960172549,0.020707822977220836
SLC6A2,49.27710077015051,-2.335956243438301,0.411121140123994,-5.681917117504046,1.3319320875170609e-08,7.923331005617117e-06
SLCO1B1,2.487149272816419,-2.328645172198385,0.7367314066342789,-3.160779018281148,0.0015734782308451964,0.044722920018737435
SLCO4C1,33.08015830084102,1.4336098658278118,0.40559135582977296,3.53461641926486,0.00040836749772904,0.02034995729520944
SLITRK2,4.3366448451122945,2.218540216584653,0.4421148387057837,5.018017995231857,5.22072878738208e-07,0.000158063765472233
SMIM24,53.204629302976265,1.6231290892291175,0.3979270839412916,4.0789610829017775,4.523740816722389e-05,0.004556292602493513
SMOC1,806.1703286992198,-1.3870035725460939,0.4312966581511742,-3.2158922317917287,0.0013003965538673015,0.04077238757138244
SNAP25,24.50109093800273,-1.2902059424515364,0.34983497802014524,-3.688041572496047,0.000225986734174037,0.013788088050439
SNTB1,230.83604962842495,1.1755264863708943,0.227231072480256,5.17326470160913,2.3003876063068293e-07,8.586309504638588e-05
SOWAHA,68.0775459415453,1.0512920094200724,0.30085427678934257,3.4943562067298926,0.00047520651985324556,0.02217609529414795
SPEF1,20.74634792049731,1.1379924954261433,0.3516341012722047,3.23629730822156,0.0012109119031782755,0.03960639001529493
SPINK6,95.36572877778639,-3.8298127393337413,0.6412599577146848,-5.9723247853840515,2.3389629502505928e-09,2.012589747706147e-06
SPOCK3,16.147364371779588,1.9911651942474002,0.4974918487760678,4.002407675916854,6.2701137926791e-05,0.005683708864639968
SPRR2G,61.30880890037279,-2.0883690418339818,0.5768890474967466,-3.6200531989572213,0.0002945424514651748,0.01662157214226634
